學年度,學校類別,設立別,學校名稱,日間/進修,學制別,新生註冊率
106,技職,私立,高苑科技大學,V 職,4 Bachelor,16.67
106,技職,私立,大仁科技大學,D 日,4 Bachelor,60.71
106,技職,私立,大仁科技大學,D 日,2 Bachelor,15.00
106,技職,私立,大仁科技大學,D 日,Master,85.11
106,技職,私立,大仁科技大學,N 修,4 Bachelor,72.61
106,技職,私立,大仁科技大學,N 修,2 Bachelor,94.72
106,技職,私立,大仁科技大學,N 職,Master,95.76
106,技職,私立,大仁科技大學,N 修,others,74.81
106,技職,私立,聖約翰科技大學,D 日,5 Associate,45.73
106,技職,私立,聖約翰科技大學,D 日,4 Bachelor,63.50
106,技職,私立,聖約翰科技大學,D 日,Master,72.06
106,技職,私立,聖約翰科技大學,N 修,4 Bachelor,100.00
106,技職,私立,聖約翰科技大學,N 職,Master,78.57
106,技職,私立,嶺東科技大學,D 日,4 Bachelor,89.86
106,技職,私立,嶺東科技大學,D 日,Master,76.87
106,技職,私立,嶺東科技大學,N 修,4 Bachelor,99.76
106,技職,私立,嶺東科技大學,N 職,Master,94.67
106,技職,私立,中國科技大學,D 日,4 Bachelor,74.54
106,技職,私立,中國科技大學,D 日,Master,87.36
106,技職,私立,中國科技大學,N 修,4 Bachelor,52.00
106,技職,私立,中國科技大學,N 職,Master,85.71
106,技職,私立,中國科技大學,N 修,others,84.47
106,技職,私立,中國科技大學,N 修,others,68.44
106,技職,私立,中臺科技大學,D 日,4 Bachelor,79.68
106,技職,私立,中臺科技大學,D 日,2 Bachelor,81.61
106,技職,私立,中臺科技大學,D 日,Doctor,100.00
106,技職,私立,中臺科技大學,D 日,Master,59.78
106,技職,私立,中臺科技大學,N 修,4 Bachelor,80.95
106,技職,私立,中臺科技大學,N 修,2 Bachelor,77.68
106,技職,私立,中臺科技大學,N 職,Master,78.67
106,技職,私立,中臺科技大學,V 職,4 Bachelor,42.11
106,一般,私立,亞洲大學,D 日,Bachelor,97.60
106,一般,私立,亞洲大學,D 日,Doctor,96.97
106,一般,私立,亞洲大學,D 日,Master,76.85
106,一般,私立,亞洲大學,N 職,Master,89.47
106,一般,私立,亞洲大學,P 進,Bachelor,58.36
106,一般,私立,開南大學,D 日,Bachelor,50.61
106,一般,私立,開南大學,D 日,Master,76.23
106,一般,私立,開南大學,N 職,Master,72.54
106,一般,私立,開南大學,P 進,Bachelor,59.49
106,一般,私立,佛光大學,D 日,Bachelor,83.25
106,一般,私立,佛光大學,D 日,Doctor,100.00
106,一般,私立,佛光大學,D 日,Master,74.24
106,一般,私立,佛光大學,N 職,Master,68.70
106,技職,私立,台南應用科技大學,D 日,5 Associate,84.68
106,技職,私立,台南應用科技大學,D 日,4 Bachelor,92.23
106,技職,私立,台南應用科技大學,D 日,2 Bachelor,70.69
106,技職,私立,台南應用科技大學,D 日,Master,55.06
106,技職,私立,台南應用科技大學,N 修,4 Bachelor,72.92
106,技職,私立,台南應用科技大學,N 修,2 Bachelor,93.51
106,技職,私立,台南應用科技大學,N 職,Master,56.00
106,技職,私立,台南應用科技大學,V 職,4 Bachelor,14.55
106,技職,私立,遠東科技大學,D 日,4 Bachelor,50.56
106,技職,私立,遠東科技大學,D 日,Master,89.92
106,技職,私立,遠東科技大學,N 修,4 Bachelor,74.09
106,技職,私立,遠東科技大學,N 修,2 Bachelor,90.00
106,技職,私立,遠東科技大學,N 職,Master,32.00
106,技職,私立,遠東科技大學,N 修,others,91.82
106,技職,私立,遠東科技大學,N 修,others,48.34
106,技職,私立,遠東科技大學,V 職,2 Associate,57.50
106,技職,私立,元培醫事科技大學,D 日,4 Bachelor,69.15
106,技職,私立,元培醫事科技大學,D 日,2 Bachelor,100.00
106,技職,私立,元培醫事科技大學,D 日,Master,76.98
106,技職,私立,元培醫事科技大學,N 修,4 Bachelor,83.71
106,技職,私立,元培醫事科技大學,N 修,2 Bachelor,73.21
106,技職,私立,元培醫事科技大學,N 職,Master,90.91
106,技職,私立,元培醫事科技大學,N 修,others,77.71
106,技職,私立,景文科技大學,D 日,4 Bachelor,76.11
106,技職,私立,景文科技大學,D 日,Master,81.48
106,技職,私立,景文科技大學,N 修,4 Bachelor,73.29
106,技職,私立,景文科技大學,N 修,2 Bachelor,95.56
106,技職,私立,景文科技大學,N 職,Master,63.64
106,技職,私立,景文科技大學,N 修,others,98.97
106,技職,私立,中華醫事科技大學,D 日,2 Associate,95.00
106,技職,私立,中華醫事科技大學,D 日,5 Associate,83.69
106,技職,私立,中華醫事科技大學,D 日,4 Bachelor,76.25
106,技職,私立,中華醫事科技大學,D 日,2 Bachelor,71.34
106,技職,私立,中華醫事科技大學,D 日,Master,91.38
106,技職,私立,中華醫事科技大學,N 修,4 Bachelor,70.71
106,技職,私立,中華醫事科技大學,N 修,2 Bachelor,57.82
106,技職,私立,中華醫事科技大學,N 職,Master,40.00
106,技職,私立,東南科技大學,D 日,4 Bachelor,69.55
106,技職,私立,東南科技大學,D 日,Master,83.33
106,技職,私立,東南科技大學,N 修,4 Bachelor,41.85
106,技職,私立,東南科技大學,N 職,Master,93.75
106,技職,私立,德明財經科技大學,D 日,4 Bachelor,80.75
106,技職,私立,德明財經科技大學,D 日,2 Bachelor,76.85
106,技職,私立,德明財經科技大學,D 日,Master,48.00
106,技職,私立,德明財經科技大學,N 修,4 Bachelor,32.92
106,技職,私立,德明財經科技大學,N 修,2 Bachelor,75.00
106,技職,私立,德明財經科技大學,N 職,Master,47.37
106,技職,私立,德明財經科技大學,N 修,others,62.86
106,技職,私立,德明財經科技大學,N 修,others,43.14
106,一般,私立,明道大學,D 日,Bachelor,54.91
106,一般,私立,明道大學,D 日,Doctor,100.00
106,一般,私立,明道大學,D 日,Master,60.00
106,一般,私立,明道大學,N 職,Master,71.67
106,一般,私立,明道大學,P 進,Bachelor,42.80
106,技職,私立,南開科技大學,D 日,5 Associate,60.00
106,技職,私立,南開科技大學,D 日,4 Bachelor,65.92
106,技職,私立,南開科技大學,D 日,2 Bachelor,38.24
106,技職,私立,南開科技大學,D 日,Master,73.02
106,技職,私立,南開科技大學,N 修,4 Bachelor,47.01
106,技職,私立,南開科技大學,N 職,Master,57.53
106,技職,私立,南開科技大學,N 修,others,95.31
106,技職,私立,南開科技大學,N 修,others,83.00
106,技職,私立,中華科技大學,D 日,4 Bachelor,67.53
106,技職,私立,中華科技大學,D 日,2 Bachelor,90.00
106,技職,私立,中華科技大學,D 日,Master,62.66
106,技職,私立,中華科技大學,N 修,4 Bachelor,53.19
106,技職,私立,中華科技大學,N 修,2 Bachelor,95.15
106,技職,私立,中華科技大學,N 職,Master,66.22
106,技職,私立,中華科技大學,N 修,others,47.22
106,技職,私立,僑光科技大學,D 日,4 Bachelor,90.30
106,技職,私立,僑光科技大學,D 日,Master,70.00
106,技職,私立,僑光科技大學,N 修,4 Bachelor,100.00
106,技職,私立,僑光科技大學,N 職,Master,100.00
106,技職,私立,育達科技大學,D 日,4 Bachelor,61.09
106,技職,私立,育達科技大學,D 日,Master,70.11
106,技職,私立,育達科技大學,N 修,4 Bachelor,45.07
106,技職,私立,育達科技大學,N 修,2 Bachelor,84.23
106,技職,私立,育達科技大學,N 職,Master,62.42
106,技職,私立,美和科技大學,D 日,5 Associate,77.66
106,技職,私立,美和科技大學,D 日,4 Bachelor,57.06
106,技職,私立,美和科技大學,D 日,2 Bachelor,66.23
106,技職,私立,美和科技大學,D 日,Master,87.80
106,技職,私立,美和科技大學,N 修,2 Associate,0
106,技職,私立,美和科技大學,N 修,4 Bachelor,70.39
106,技職,私立,美和科技大學,N 修,2 Bachelor,82.77
106,技職,私立,美和科技大學,N 職,Master,90.20
106,技職,私立,美和科技大學,N 修,others,87.80
106,技職,私立,美和科技大學,N 修,others,83.84
106,技職,私立,吳鳳科技大學,D 日,4 Bachelor,55.98
106,技職,私立,吳鳳科技大學,D 日,Master,96.67
106,技職,私立,吳鳳科技大學,N 修,4 Bachelor,54.73
106,技職,私立,吳鳳科技大學,N 職,Master,100.00
106,技職,私立,吳鳳科技大學,N 修,others,81.22
106,技職,私立,吳鳳科技大學,N 修,others,61.05
106,技職,私立,環球科技大學,D 日,4 Bachelor,64.70
106,技職,私立,環球科技大學,D 日,Master,94.52
106,技職,私立,環球科技大學,N 修,4 Bachelor,66.47
106,技職,私立,環球科技大學,N 修,2 Bachelor,100.00
106,技職,私立,環球科技大學,N 職,Master,100.00
106,技職,私立,環球科技大學,N 修,others,75.68
106,技職,私立,環球科技大學,N 修,others,52.06
106,技職,私立,環球科技大學,V 職,2 Associate,66.47
106,技職,私立,環球科技大學,V 職,4 Bachelor,30.77
106,一般,私立,台灣首府大學,D 日,Bachelor,51.22
106,一般,私立,台灣首府大學,D 日,Master,82.86
106,一般,私立,台灣首府大學,P 進,Bachelor,56.38
106,技職,私立,中州科技大學,D 日,4 Bachelor,30.88
106,技職,私立,中州科技大學,D 日,Master,63.64
106,技職,私立,中州科技大學,N 修,4 Bachelor,56.24
106,技職,私立,中州科技大學,N 修,2 Bachelor,95.62
106,技職,私立,中州科技大學,N 職,Master,89.66
106,技職,私立,中州科技大學,N 修,others,35.29
106,技職,私立,修平科技大學,D 日,4 Bachelor,53.90
106,技職,私立,修平科技大學,D 日,Master,45.65
106,技職,私立,修平科技大學,N 修,4 Bachelor,51.08
106,技職,私立,修平科技大學,N 職,Master,60.00
106,技職,私立,修平科技大學,N 修,others,100.00
106,技職,私立,修平科技大學,N 修,others,16.58
106,技職,私立,長庚科技大學,D 日,4 Bachelor,97.47
106,技職,私立,長庚科技大學,D 日,2 Bachelor,97.53
106,技職,私立,長庚科技大學,D 日,Master,93.33
106,技職,私立,長庚科技大學,N 修,2 Bachelor,100.00
106,技職,私立,長庚科技大學,N 職,Master,100.00
106,技職,私立,臺北城市科技大學,D 日,5 Associate,56.03
106,技職,私立,臺北城市科技大學,D 日,4 Bachelor,87.88
106,技職,私立,臺北城市科技大學,D 日,Master,84.09
106,技職,私立,臺北城市科技大學,N 修,2 Associate,70.00
106,技職,私立,臺北城市科技大學,N 修,4 Bachelor,90.12
106,技職,私立,臺北城市科技大學,N 修,others,65.53
106,技職,私立,臺北城市科技大學,N 修,others,70.86
106,技職,私立,大華科技大學,D 日,5 Associate,66.67
106,技職,私立,大華科技大學,D 日,4 Bachelor,51.79
106,技職,私立,大華科技大學,D 日,2 Bachelor,66.67
106,技職,私立,大華科技大學,D 日,Master,75.00
106,技職,私立,大華科技大學,N 修,4 Bachelor,62.50
106,技職,私立,大華科技大學,N 修,2 Bachelor,61.28
106,技職,私立,大華科技大學,V 職,2 Associate,35.51
106,技職,私立,大華科技大學,V 職,4 Bachelor,90.59
106,技職,私立,醒吾科技大學,D 日,5 Associate,55.91
106,技職,私立,醒吾科技大學,D 日,4 Bachelor,75.99
106,技職,私立,醒吾科技大學,D 日,Master,88.89
106,技職,私立,醒吾科技大學,N 修,4 Bachelor,70.00
106,技職,私立,醒吾科技大學,N 職,Master,80.00
106,技職,私立,醒吾科技大學,N 修,others,100.00
106,技職,私立,醒吾科技大學,N 修,others,64.39
106,技職,私立,南榮科技大學,D 日,5 Associate,22.00
106,技職,私立,南榮科技大學,D 日,4 Bachelor,22.07
106,技職,私立,南榮科技大學,D 日,2 Bachelor,30.77
106,技職,私立,南榮科技大學,D 日,Master,75.00
106,技職,私立,南榮科技大學,N 修,2 Associate,78.95
106,技職,私立,南榮科技大學,N 修,4 Bachelor,19.74
106,技職,私立,南榮科技大學,N 修,2 Bachelor,100.00
106,技職,私立,南榮科技大學,N 職,Master,60.00
106,技職,私立,文藻外語大學,D 日,5 Associate,100.00
106,技職,私立,文藻外語大學,D 日,4 Bachelor,94.65
106,技職,私立,文藻外語大學,D 日,2 Bachelor,71.33
106,技職,私立,文藻外語大學,D 日,Master,69.84
106,技職,私立,文藻外語大學,N 修,4 Bachelor,93.87
106,技職,私立,文藻外語大學,N 修,2 Bachelor,100.00
106,技職,私立,文藻外語大學,N 職,Master,68.75
106,技職,私立,華夏科技大學,D 日,5 Associate,60.11
106,技職,私立,華夏科技大學,D 日,4 Bachelor,60.11
106,技職,私立,華夏科技大學,D 日,2 Bachelor,76.92
106,技職,私立,華夏科技大學,D 日,Master,75.00
106,技職,私立,華夏科技大學,N 修,2 Associate,56.48
106,技職,私立,華夏科技大學,N 修,4 Bachelor,55.91
106,技職,私立,華夏科技大學,N 修,2 Bachelor,98.94
106,技職,私立,華夏科技大學,N 職,Master,100.00
106,技職,私立,華夏科技大學,N 修,others,100.00
106,技職,私立,華夏科技大學,N 修,others,90.00
106,技職,私立,華夏科技大學,V 職,2 Associate,66.92
106,技職,私立,華夏科技大學,V 職,4 Bachelor,24.32
106,技職,私立,慈濟科技大學,D 日,5 Associate,99.20
106,技職,私立,慈濟科技大學,D 日,4 Bachelor,72.53
106,技職,私立,慈濟科技大學,D 日,2 Bachelor,96.55
106,技職,私立,慈濟科技大學,D 日,Master,94.44
106,技職,私立,慈濟科技大學,N 修,2 Bachelor,71.67
106,技職,私立,慈濟科技大學,N 修,others,100.00
106,技職,私立,致理科技大學,D 日,5 Associate,98.46
106,技職,私立,致理科技大學,D 日,4 Bachelor,93.97
106,技職,私立,致理科技大學,D 日,2 Bachelor,100.00
106,技職,私立,致理科技大學,D 日,Master,80.00
106,技職,私立,致理科技大學,N 修,4 Bachelor,95.58
106,技職,私立,致理科技大學,N 職,Master,90.00
106,一般,私立,康寧大學,D 日,5 Associate,88.33
106,一般,私立,康寧大學,D 日,Bachelor,66.02
106,一般,私立,康寧大學,D 日,Master,94.00
106,一般,私立,康寧大學,N 修,2 Associate,100.00
106,一般,私立,康寧大學,N 職,Master,71.15
106,一般,私立,康寧大學,P 進,Bachelor,52.63
106,一般,私立,康寧大學,V 職,2 Associate,97.69
106,技職,私立,宏國德霖科技大學,D 日,5 Associate,57.37
106,技職,私立,宏國德霖科技大學,D 日,4 Bachelor,60.23
106,技職,私立,宏國德霖科技大學,D 日,2 Bachelor,96.00
106,技職,私立,宏國德霖科技大學,N 修,2 Associate,59.57
106,技職,私立,宏國德霖科技大學,N 修,4 Bachelor,36.78
106,技職,私立,宏國德霖科技大學,N 修,2 Bachelor,99.37
106,技職,私立,宏國德霖科技大學,V 職,4 Bachelor,76.67
106,技職,私立,東方設計大學,D 日,5 Associate,61.29
106,技職,私立,東方設計大學,D 日,4 Bachelor,52.38
106,技職,私立,東方設計大學,D 日,Doctor,100.00
106,技職,私立,東方設計大學,D 日,Master,84.75
106,技職,私立,東方設計大學,N 修,4 Bachelor,87.30
106,技職,私立,東方設計大學,N 職,Master,100.00
106,技職,私立,東方設計大學,N 修,others,71.90
106,技職,私立,東方設計大學,N 修,others,73.53
106,技職,私立,崇右影藝科技大學,D 日,4 Bachelor,62.58
106,技職,私立,崇右影藝科技大學,D 日,Master,97.78
106,技職,私立,崇右影藝科技大學,N 修,others,87.18
106,技職,私立,崇右影藝科技大學,N 修,others,33.68
106,技職,私立,台北海洋科技大學,D 日,2 Associate,34.19
106,技職,私立,台北海洋科技大學,D 日,5 Associate,56.23
106,技職,私立,台北海洋科技大學,D 日,4 Bachelor,71.71
106,技職,私立,台北海洋科技大學,D 日,2 Bachelor,62.26
106,技職,私立,台北海洋科技大學,D 日,Master,98.18
106,技職,私立,台北海洋科技大學,N 修,2 Associate,42.86
106,技職,私立,台北海洋科技大學,N 修,4 Bachelor,44.26
106,技職,私立,台北海洋科技大學,N 修,2 Bachelor,86.00
106,技職,私立,台北海洋科技大學,N 修,others,85.00
106,技職,私立,台北海洋科技大學,N 修,others,76.92
106,一般,私立,中信金融管理學院,D 日,Bachelor,100.00
106,一般,私立,中信金融管理學院,D 日,Master,100.00
106,技職,私立,大漢技術學院,D 日,4 Bachelor,67.91
106,技職,私立,大漢技術學院,D 日,2 Bachelor,0
106,技職,私立,大漢技術學院,D 日,Master,100.00
106,技職,私立,大漢技術學院,N 修,4 Bachelor,62.70
106,技職,私立,大漢技術學院,N 修,2 Bachelor,72.61
106,技職,私立,大漢技術學院,V 職,2 Associate,54.17
106,技職,私立,和春技術學院,D 日,5 Associate,28.93
106,技職,私立,和春技術學院,D 日,4 Bachelor,23.81
106,技職,私立,和春技術學院,D 日,2 Bachelor,13.33
106,技職,私立,和春技術學院,D 日,Master,70.00
106,技職,私立,和春技術學院,N 修,2 Associate,30.36
106,技職,私立,和春技術學院,N 修,4 Bachelor,27.02
106,技職,私立,和春技術學院,N 修,2 Bachelor,78.09
106,技職,私立,和春技術學院,N 修,others,37.64
106,技職,私立,和春技術學院,N 修,others,16.54
106,技職,私立,亞東技術學院,D 日,4 Bachelor,86.43
106,技職,私立,亞東技術學院,D 日,2 Bachelor,100.00
106,技職,私立,亞東技術學院,D 日,Master,81.82
106,技職,私立,亞東技術學院,N 修,2 Bachelor,100.00
106,技職,私立,南亞技術學院,D 日,5 Associate,28.44
106,技職,私立,南亞技術學院,D 日,4 Bachelor,44.04
106,技職,私立,南亞技術學院,D 日,Master,56.00
106,技職,私立,南亞技術學院,N 修,4 Bachelor,68.95
106,技職,私立,南亞技術學院,N 修,others,76.69
106,技職,私立,南亞技術學院,N 修,others,41.70
106,技職,私立,南亞技術學院,V 職,4 Bachelor,27.59
106,一般,私立,稻江科技暨管理學院,D 日,Bachelor,85.88
106,一般,私立,稻江科技暨管理學院,D 日,Master,90.00
106,一般,私立,稻江科技暨管理學院,N 職,Master,76.67
106,一般,私立,稻江科技暨管理學院,P 進,Bachelor,82.46
106,一般,私立,稻江科技暨管理學院,V 職,others,98.48
106,技職,私立,蘭陽技術學院,D 日,5 Associate,37.91
106,技職,私立,蘭陽技術學院,D 日,4 Bachelor,43.15
106,技職,私立,蘭陽技術學院,N 修,others,81.68
106,技職,私立,蘭陽技術學院,N 修,others,24.74
106,技職,私立,黎明技術學院,D 日,5 Associate,47.27
106,技職,私立,黎明技術學院,D 日,4 Bachelor,73.22
106,技職,私立,黎明技術學院,N 修,4 Bachelor,76.32
106,技職,私立,黎明技術學院,N 修,2 Bachelor,77.46
106,技職,私立,黎明技術學院,V 職,2 Associate,68.37
106,技職,私立,黎明技術學院,V 職,4 Bachelor,36.00
106,技職,私立,經國管理暨健康學院,D 日,5 Associate,73.49
106,技職,私立,經國管理暨健康學院,D 日,4 Bachelor,63.75
106,技職,私立,經國管理暨健康學院,D 日,2 Bachelor,82.00
106,技職,私立,經國管理暨健康學院,D 日,Master,100.00
106,技職,私立,經國管理暨健康學院,N 修,4 Bachelor,30.36
106,技職,私立,經國管理暨健康學院,N 修,2 Bachelor,90.00
106,技職,私立,經國管理暨健康學院,N 職,Master,100.00
106,技職,私立,經國管理暨健康學院,N 修,others,90.31
106,技職,私立,經國管理暨健康學院,N 修,others,71.07
106,技職,私立,大同技術學院,D 日,5 Associate,95.45
106,技職,私立,大同技術學院,D 日,4 Bachelor,62.32
106,技職,私立,大同技術學院,N 修,2 Associate,80.00
106,技職,私立,大同技術學院,N 修,4 Bachelor,62.07
106,技職,私立,大同技術學院,N 修,2 Bachelor,96.00
106,技職,私立,大同技術學院,N 修,others,73.33
106,技職,私立,亞太創意技術學院,D 日,4 Bachelor,6.00
106,技職,私立,亞太創意技術學院,D 日,Master,56.00
106,技職,私立,亞太創意技術學院,N 修,2 Bachelor,86.00
106,技職,私立,亞太創意技術學院,V 職,2 Associate,40.00
106,技職,私立,臺灣觀光學院,D 日,5 Associate,25.00
106,技職,私立,臺灣觀光學院,D 日,4 Bachelor,17.84
106,技職,私立,臺灣觀光學院,D 日,Master,53.33
106,技職,私立,臺灣觀光學院,N 修,2 Associate,42.86
106,技職,私立,臺灣觀光學院,N 修,4 Bachelor,42.00
106,技職,私立,臺灣觀光學院,N 修,2 Bachelor,57.50
106,一般,私立,馬偕醫學院,D 日,Bachelor,90.40
106,一般,私立,馬偕醫學院,D 日,Master,90.00
106,一般,私立,法鼓文理學院,D 日,Bachelor,100.00
106,一般,私立,法鼓文理學院,D 日,Doctor,100.00
106,一般,私立,法鼓文理學院,D 日,Master,66.23
106,技職,私立,馬偕醫護管理專科學校,D 日,2 Associate,75.00
106,技職,私立,馬偕醫護管理專科學校,D 日,5 Associate,98.53
106,技職,私立,馬偕醫護管理專科學校,V 職,2 Associate,96.53
106,技職,私立,仁德醫護管理專科學校,D 日,5 Associate,91.65
106,技職,私立,仁德醫護管理專科學校,V 職,2 Associate,78.16
106,技職,私立,樹人醫護管理專科學校,D 日,5 Associate,95.85
106,技職,私立,樹人醫護管理專科學校,V 職,2 Associate,99.17
106,技職,私立,慈惠醫護管理專科學校,D 日,2 Associate,90.67
106,技職,私立,慈惠醫護管理專科學校,D 日,5 Associate,58.95
106,技職,私立,慈惠醫護管理專科學校,N 修,2 Associate,58.57
106,技職,私立,慈惠醫護管理專科學校,V 職,2 Associate,67.50
106,技職,私立,耕莘健康管理專科學校,D 日,5 Associate,93.24
106,技職,私立,耕莘健康管理專科學校,V 職,2 Associate,97.78
106,技職,私立,敏惠醫護管理專科學校,D 日,5 Associate,85.79
106,技職,私立,高美醫護管理專科學校,D 日,5 Associate,34.34
106,技職,私立,高美醫護管理專科學校,N 修,2 Associate,92.86
106,技職,私立,育英醫護管理專科學校,D 日,5 Associate,97.39
106,技職,私立,崇仁醫護管理專科學校,D 日,5 Associate,100.00
106,技職,私立,聖母醫護管理專科學校,D 日,5 Associate,66.87
106,技職,私立,新生醫護管理專科學校,D 日,5 Associate,99.18
106,技職,私立,新生醫護管理專科學校,V 職,2 Associate,70.51
106,宗教,私立,基督教台灣浸會神學院,D 日,Master,36.36
106,宗教,私立,臺北基督學院,D 日,Bachelor,42.22
106,宗教,私立,一貫道天皇學院,D 日,Bachelor,97.56
106,宗教,私立,一貫道天皇學院,D 日,Master,80.00
106,宗教,私立,台灣神學研究學院,D 日,Master,75.61
106,宗教,私立,一貫道崇德學院,D 日,Master,100.00
106,一般,公立,臺北市立大學,D 日,Bachelor,97.68
106,一般,公立,臺北市立大學,D 日,Doctor,94.12
106,一般,公立,臺北市立大學,D 日,Master,85.61
106,一般,公立,臺北市立大學,N 職,Master,90.05
